,name,university,type,location,duration,link
8,Master of Business Administration,Tio University of Applied Sciences,Master,Utrecht,3 years,https://www.studyinnl.org//dutch-education/studies/master-of-business-administration-10885
9,Cultural Anthropology: Sociocultural Transformation,Utrecht University,Master,Utrecht,2 years,https://www.studyinnl.org//dutch-education/studies/cultural-anthropology-sociocultural-transformation-629
10,"Earth, Life and Climate",Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/earth-life-and-climate-5199
11,"Methodology and Statistics for the Behavioural, Biomedical and Social Sciences",Utrecht University,Master,Utrecht,2 years,https://www.studyinnl.org//dutch-education/studies/methodology-and-statistics-for-the-behavioural-biomedical-and-social-sciences-632
12,Fine Art,HKU University of the Arts Utrecht,Bachelor,Utrecht,4 years,https://www.studyinnl.org//dutch-education/studies/fine-art-15
13,Philosophy (research),Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/philosophy-research-625
14,"Social, Health and Organisational Psychology",Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/social-health-and-organisational-psychology-5168
15,Comparative Literary Studies,Utrecht University,Master,Utrecht,2 years,https://www.studyinnl.org//dutch-education/studies/comparative-literary-studies-660
16,Infection and Immunity,Utrecht University,Master,Utrecht,2 years,https://www.studyinnl.org//dutch-education/studies/infection-and-immunity-4996
17,Financial Management,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/financial-management-4990
18,Energy Science,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/energy-science-673
19,Historical Performance,HKU University of the Arts Utrecht,Bachelor,Utrecht,4 years,https://www.studyinnl.org//dutch-education/studies/historical-performance-10081
20,Biofabrication,Utrecht University,Master,Utrecht,2 years,https://www.studyinnl.org//dutch-education/studies/biofabrication-5220
21,International Business Management,Tio University of Applied Sciences,Bachelor,Utrecht,3 years,https://www.studyinnl.org//dutch-education/studies/international-business-management-1795
22,New Media and Digital Culture,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/new-media-and-digital-culture-5090
23,Legal Research,Utrecht University,Master,Utrecht,2 years,https://www.studyinnl.org//dutch-education/studies/legal-research-652
24,"Master of Music, Pathway Music Design",HKU University of the Arts Utrecht,Master,Utrecht,2 years,https://www.studyinnl.org//dutch-education/studies/master-of-music-pathway-music-design-11598
25,Environmental Sciences,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/environmental-sciences-658
26,Sociology: Contemporary Social Problems,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/sociology-contemporary-social-problems-684
27,"Contemporary Theatre, Dance and Dramaturgy",Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/contemporary-theatre-dance-and-dramaturgy-4956
28,Law and Sustainability in Europe,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/law-and-sustainability-in-europe-10934
29,Epidemiology,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/epidemiology-5219
30,Religious Studies,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/religious-studies-5083
31,Climate Physics,Utrecht University,Master,Utrecht,2.5 years,https://www.studyinnl.org//dutch-education/studies/climate-physics-10446
32,Liberal Arts and Sciences (University College Utrecht),Utrecht University,Bachelor,Utrecht,3 years,https://www.studyinnl.org//dutch-education/studies/liberal-arts-and-sciences-university-college-utrecht-10238
33,Business Informatics,Utrecht University,Master,Utrecht,2 years,https://www.studyinnl.org//dutch-education/studies/business-informatics-657
34,Applied Data Science,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/applied-data-science-674
35,Clinical Psychology,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/clinical-psychology-5158
36,Neuroscience and Cognition,Utrecht University,Master,Utrecht,2 years,https://www.studyinnl.org//dutch-education/studies/neuroscience-and-cognition-640
37,History of Politics and Society,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/history-of-politics-and-society-5104
38,Molecular and Cellular Life Sciences,Utrecht University,Master,Utrecht,2 years,https://www.studyinnl.org//dutch-education/studies/molecular-and-cellular-life-sciences-5226
39,Gender Studies,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/gender-studies-4958
40,Master of Music,HKU University of the Arts Utrecht,Master,Utrecht,-,https://www.studyinnl.org//dutch-education/studies/master-of-music-18
41,Sustainable Development,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/sustainable-development-57745
42,"Migration, Ethnic Relations and Multiculturalism",Utrecht University,Master,Utrecht,2 years,https://www.studyinnl.org//dutch-education/studies/migration-ethnic-relations-and-multiculturalism-689
43,Innovation Sciences,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/innovation-sciences-57744
44,International Economics and Business,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/international-economics-and-business-638
45,Global Criminology,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/global-criminology-679
46,Sustainable Finance and Investments,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/sustainable-finance-and-investments-10937
47,Medical Imaging,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/medical-imaging-5212
48,Urban and Economic Geography,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/urban-and-economic-geography-687
49,"Master of Music, Pathway Performance",HKU University of the Arts Utrecht,Master,Utrecht,2 years,https://www.studyinnl.org//dutch-education/studies/master-of-music-pathway-performance-10091
50,Commercial Economy & Entrepreneurship,Tio University of Applied Sciences,Other,Utrecht,3 years,https://www.studyinnl.org//dutch-education/studies/commercial-economy-entrepreneurship-10513
51,Geographical Information Management and Applications (joint degree),Utrecht University,Master,Utrecht,2 years,https://www.studyinnl.org//dutch-education/studies/geographical-information-management-and-applications-joint-degree-13753
52,Musician 3.0,HKU University of the Arts Utrecht,Bachelor,Utrecht,4 years,https://www.studyinnl.org//dutch-education/studies/musician-30-10090
53,Science and Innovation,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/science-and-innovation-643
54,International Relations in Historical Perspective,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/international-relations-in-historical-perspective-648
55,Applied Ethics,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/applied-ethics-663
56,Economic Policy,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/economic-policy-634
57,Global Urban Transformations,Utrecht University,Master,Utrecht,2 years,https://www.studyinnl.org//dutch-education/studies/global-urban-transformations-627
58,Music,HKU University of the Arts Utrecht,Bachelor,Utrecht,-,https://www.studyinnl.org//dutch-education/studies/music-9
59,Applied Musicology,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/applied-musicology-4959
60,Bioinformatics and Biocomplexity,Utrecht University,Master,Utrecht,2 years,https://www.studyinnl.org//dutch-education/studies/bioinformatics-and-biocomplexity-5228
61,Human Computer Interaction,Utrecht University,Master,Utrecht,2 years,https://www.studyinnl.org//dutch-education/studies/human-computer-interaction-5046
62,Molecular and Biophysical Life Sciences,Utrecht University,Bachelor,Utrecht,3 years,https://www.studyinnl.org//dutch-education/studies/molecular-and-biophysical-life-sciences-10677
63,Intercultural Communication,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/intercultural-communication-5072
64,Jazz & Pop,HKU University of the Arts Utrecht,Bachelor,Utrecht,4 years,https://www.studyinnl.org//dutch-education/studies/jazz-pop-10085
65,Gender Studies (Research),Utrecht University,Master,Utrecht,2 years,https://www.studyinnl.org//dutch-education/studies/gender-studies-research-5081
66,Bio Inspired Innovation,Utrecht University,Master,Utrecht,2 years,https://www.studyinnl.org//dutch-education/studies/bio-inspired-innovation-5227
67,European Criminal Justice in a Global Context,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/european-criminal-justice-in-a-global-context-4988
68,Commerce Economics & Entrepreneurship,Tio University of Applied Sciences,Bachelor,Utrecht,3 years,https://www.studyinnl.org//dutch-education/studies/commerce-economics-entrepreneurship-1785
69,Executive Master in Finance,TIAS School for Business and Society,Master,Utrecht,1.5 year,https://www.studyinnl.org//dutch-education/studies/executive-master-in-finance-2476
70,Global Sustainability Science,Utrecht University,Bachelor,Utrecht,-,https://www.studyinnl.org//dutch-education/studies/global-sustainability-science-621
71,European Governance,Utrecht University,Master,Utrecht,2 years,https://www.studyinnl.org//dutch-education/studies/european-governance-4981
72,Public International Law,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/public-international-law-671
73,Earth Structure and Dynamics,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/earth-structure-and-dynamics-5208
74,Art History,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/art-history-5079
75,"Ancient, Medieval and Renaissance Studies",Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/ancient-medieval-and-renaissance-studies-4972
76,Earth Surface and Water,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/earth-surface-and-water-5204
77,Spatial Planning,Utrecht University,Master,Utrecht,1 year,https://www.studyinnl.org//dutch-education/studies/spatial-planning-688
78,Hotel and Event Management,Tio University of Applied Sciences,Bachelor,Utrecht,3 years,https://www.studyinnl.org//dutch-education/studies/hotel-and-event-management-1790
